customer_id,review_id,product_parent,star_rating,helpful_votes,total_votes,vine,review_headline,review_body,review_date
47872546,R2ZG164D9X9WXS,108191918,5,0,0,N,great buy,"works great,  I love it... the buttons are a bet hard at times , mostly bc my old hands dont work as well as, they used to... but I would recommend and buy again.  great price, and quality.... does a great job",3/12/2015
47889049,R26G0VCUDICIEW,108191918,5,3,4,N,Great dryer!,"Very nice hair dryer. It's a little heavier than my old hair dryer but it has more features that I really like. I have very short hair that dries quickly and haven't noticed any difference in drying time. I really like that it truly has several drying options. The heat and the blower volume are truly separate so you can use cool, warm or hot heat with low or high blower volumes. And I love the cool temperature option! My head sweats a lot and it's wonderful to be able to blast my head with a cool high volume blast of air. It's really cool, not cold, but not warm either.",9/21/2014
51859664,R2F3FPEN76Y8A,108191918,5,3,3,N,Great Hairdryer with Secure Attachments,"Great hairdryer for the price! It's not too loud, fairly lightweight, ergonomic, great colors, and my favorite part of all-- the attachments actually stay on. I had another Conair that I loved, except that the &#34;concentrator&#34; attachment would regularly fall off while I was drying my hair, and then it was burning hot, so I couldn't put it back on until after I was already finished drying. This one stays on and rotates securely.<br /><br />I can't pretend I notice a difference in my hair texture. It's always frizzy, especially in summer, and this didn't seem to cure that... but it works as well as my much more expensive hairdryers (I bought a professional one from a salon years ago) at a fraction of the price. The filter is also easy to clean and doesn't get gunked up easily.",8/18/2014
51978353,RL09IDNG4VVOM,108191918,4,1,1,N,Dries my hair fast!,"I have super thick hair and drying my hair is a chore to say the least. When my old Revlon dryer finally hit the crapper, I bought this at my local CVS. This dryer works like a charm and dries my hair lightning quick. The attachments works well and I love how you don't have to hold down a button to get cool air. I just wish it had a longer cord.<br /><br />Note: if you're thinking of getting this, buy it on here! CVS and the other drugstores overcharge; I paid almost $40 for this at CVS. That's the only thing I regret about the purchase, hehe!",4/19/2014
26994002,R4RYX1FXEG93P,108191918,4,0,0,N,Plain Old Hair Dryer,I purchased the 1875 Shine Styler hair dryer because my 17 year old Conair 1600 started to throw blue sparks when I changed the settings. I really like the controls on the 1875 because they are comfortable while gripping the hair dryer and they are easy to use. I held a lot of hair dryers in stores and found this one to be light weight and comfortable to hold. The price was right too. $19.99. I'm a guy who just needs a hair dyer to dry my hair every once in a while. My hair is only a few inches long. The 1875 Watt Thermal Shine Styler does the job.,11/10/2013
43536593,R1K3FA3JEBTDAL,108191918,5,16,17,N,Excellent dryer,"I love this hair dryer. I bought it as a replacement after my second Revlon dryer bit the dust. I use it on the Low/Warm setting and it's just perfect for my hair type (thin/damaged hair), not too hot, but not too cold. Dries my hair super fast too, literally under 5 minutes and done. My other 2 hair dryers hardly put out any heat on the medium settings and took forever to dry my hair. Very happy with this since again, my hair is already damaged from heat.<br />I really love the comb attachment it came with too. I've never seen anything like this before. After your hair is dry/almost dry, if you put the dryer on the low/hot with the attachment on, it really helps with straightening your hair and pretty much eliminates the need for a flat iron, another huge plus. It comes with a concentrator attachment too, but I don't use that.<br />The dryer is very lightweight, quiet,  the cord is short so you're not tripping all over it, but there's still enough length to work with without pulling it out of the wall.<br />This is a great little hair dryer over all for a small price.",3/11/2013
44783277,R2PKOBY94KUC05,108191918,3,16,16,N,"favorite hairdryer, but doesn't last","This hairdryer is quieter than most and works great. I owned three, but that was the problem. I purchased it three times because I loved it so much. However, each hairdryer lasted less than a year, and I used it probably four times per week. I was very disappointed in what seemed to be a great hairdryer of poor quality in that was unable to last. Sad to have to switch to something more reliable!",7/10/2012
27684485,R2J14KCWYKE0BM,108191918,4,4,5,N,A very good hair dryer,"I bought this hair dryer after some research. It is extremely light, not very noisy, and the buttons are in the right place. The cord is a little short (about 62 inches) but for a tiny New York bathroom with an electrical outlet at a waist level it is actually perfect. However, I can see how it can be trouble if your electrical outlets are low.<br /><br />I can't tell if the ionic feature does what is supposed to do because I had not owned a hair dryer before this one for a long time so I can't compare. I have very thick just-below-the-shoulders hair and it takes me about 5 minutes to dry it. It still gets static in winter.<br /><br />I like the simple white and black color. To me it looks much better than the silver finish on higher-end driers because they still look like plastic and fake and this one is not pretending to be what it is not. The painted text to identify on/off and temperature settings wore off in two days but the settings are intuitive and so you don't really need the text once you saw what is where. I've had it for just under a year and it is working just fine. All in all great purchase.",6/10/2012
24850466,RB5DVPRGQIHDY,108191918,5,1,2,N,Like a hotel blowdryer!,"I grew up using a crappy blowdryer that my mom originally bought for our cat. I have straight hair so I never really blowdry except when I need to tie my hair up in a neat bun (for work). I bought this on sale for $10 at Target and it exceeded my expectations! It's really powerful and exactly like the ones in 5-star hotels. I love that it has cold, warm and hot settings. It came with that round attachment which I've never used. The little booklet in the box shows a hair straightening attachment which was not included in mine. I don't really need it so it's not a big deal. I highly recommend this product. It is a little big but not heavy.",3/22/2012
14688669,R1PJQZCPGKQ8TC,108191918,4,2,2,N,it works,the item was black and white rather than black and silver. otherwise it works and includes all the attachments. nothing else I can think of...,9/19/2011
